symbol	ensg
C18orf54	ENSG00000166845
DCTN5	ENSG00000166847
TERF2IP	ENSG00000166848
PLK1	ENSG00000166851
CLPX	ENSG00000166855
ZBTB39	ENSG00000166860
NEMP1	ENSG00000166881
NAB2	ENSG00000166886
VPS39	ENSG00000166887
STAT6	ENSG00000166888
PATL1	ENSG00000166889
ATP23	ENSG00000166896
STX3	ENSG00000166900
MRPL16	ENSG00000166902
PIP4K2C	ENSG00000166908
MTMR10	ENSG00000166912
YWHAB	ENSG00000166913
GREM1	ENSG00000166923
TSC22D4	ENSG00000166925
MS4A7	ENSG00000166927
MS4A14	ENSG00000166928
DIS3L	ENSG00000166938
CCNDBP1	ENSG00000166946
EPB42	ENSG00000166947
SMAD3	ENSG00000166949
MAP1A	ENSG00000166963
RCCD1	ENSG00000166965
AKTIP	ENSG00000166971
MAPRE2	ENSG00000166974
EVA1C	ENSG00000166979
MARS	ENSG00000166986
MBD6	ENSG00000166987
CNPY4	ENSG00000166997
PDIA3	ENSG00000167004
NUDT21	ENSG00000167005
NKX3-1	ENSG00000167034
DUSP18	ENSG00000167065
TEF	ENSG00000167074
MEI1	ENSG00000167077
PBX3	ENSG00000167081
PHB	ENSG00000167085
SNRPD1	ENSG00000167088
TTC16	ENSG00000167094
SAMD14	ENSG00000167100
FAM102A	ENSG00000167106
ACSF2	ENSG00000167107
GOLGA2	ENSG00000167110
TRUB2	ENSG00000167112
COQ4	ENSG00000167113
SLC27A4	ENSG00000167114
URM1	ENSG00000167118
CERCAM	ENSG00000167123
DOLPP1	ENSG00000167130
CCDC103	ENSG00000167131
ENDOG	ENSG00000167136
C15orf39	ENSG00000167173
SP2	ENSG00000167182
COQ7	ENSG00000167186
CRK	ENSG00000167193
FBXO22	ENSG00000167196
TBC1D2B	ENSG00000167202
NOD2	ENSG00000167207
SNX20	ENSG00000167208
LOXHD1	ENSG00000167210
KATNAL2	ENSG00000167216
HDHD2	ENSG00000167220
ZNF91	ENSG00000167232
RNF214	ENSG00000167257
CDK12	ENSG00000167258
DPEP2	ENSG00000167261
DUS2	ENSG00000167264
POP5	ENSG00000167272
ENGASE	ENSG00000167280
ATP5L	ENSG00000167283
CD3D	ENSG00000167286
TBC1D16	ENSG00000167291
TEPSIN	ENSG00000167302
MYO5B	ENSG00000167306
ACAA2	ENSG00000167315
STIM1	ENSG00000167323
RRM1	ENSG00000167325
TRIM68	ENSG00000167333
FN3K	ENSG00000167363
ZNF23	ENSG00000167377
IRGQ	ENSG00000167378
ZNF226	ENSG00000167380
ZNF180	ENSG00000167384
PPP2R3B	ENSG00000167393
ZNF668	ENSG00000167394
ZNF646	ENSG00000167395
VKORC1	ENSG00000167397
LPO	ENSG00000167419
SMG8	ENSG00000167447
TPM4	ENSG00000167460
RAB8A	ENSG00000167461
GPX4	ENSG00000167468
MIDN	ENSG00000167470
JSRP1	ENSG00000167476
FAM129C	ENSG00000167483
KLHL26	ENSG00000167487
GATAD2A	ENSG00000167491
MVD	ENSG00000167508
CDT1	ENSG00000167513
TRAPPC2L	ENSG00000167515
ANKRD11	ENSG00000167522
SPATA33	ENSG00000167523
PROCA1	ENSG00000167525
RPL13	ENSG00000167526
ZNF641	ENSG00000167528
CACNB3	ENSG00000167535
DHRS13	ENSG00000167536
TP53I13	ENSG00000167543
KMT2D	ENSG00000167548
CORO6	ENSG00000167549
RHEBL1	ENSG00000167550
TUBA1A	ENSG00000167552
TUBA1C	ENSG00000167553
ZNF610	ENSG00000167554
ZNF528	ENSG00000167555
ZNF701	ENSG00000167562
SERTAD3	ENSG00000167565
NCKAP5L	ENSG00000167566
RAB4B	ENSG00000167578
PROSER3	ENSG00000167595
CYP2S1	ENSG00000167600
AXL	ENSG00000167601
NFKBID	ENSG00000167604
TMC4	ENSG00000167608
LAIR1	ENSG00000167613
LENG8	ENSG00000167615
LAIR2	ENSG00000167618
ZNF526	ENSG00000167625
TRAPPC9	ENSG00000167632
KIR3DL1	ENSG00000167633
ZNF146	ENSG00000167635
ZNF283	ENSG00000167637
SPINT2	ENSG00000167642
YIF1B	ENSG00000167645
DAPK3	ENSG00000167657
EEF2	ENSG00000167658
TMIGD2	ENSG00000167664
CHAF1A	ENSG00000167670
UBXN6	ENSG00000167671
PLIN4	ENSG00000167676
SEMA6B	ENSG00000167680
ZNF444	ENSG00000167685
FAM57A	ENSG00000167695
GLOD4	ENSG00000167699
MFSD3	ENSG00000167700
GPT	ENSG00000167701
KIFC2	ENSG00000167702
SLC43A2	ENSG00000167703
RILP	ENSG00000167705
WDR81	ENSG00000167716
SRR	ENSG00000167720
TSR1	ENSG00000167721
CYB5D2	ENSG00000167740
C19orf48	ENSG00000167747
ZNF83	ENSG00000167766
KRT1	ENSG00000167768
OTUB1	ENSG00000167770
CD320	ENSG00000167775
SPRYD3	ENSG00000167778
ZNF558	ENSG00000167785
NDUFV1	ENSG00000167792
CDK2AP2	ENSG00000167797
NUDT8	ENSG00000167799
PRDX2	ENSG00000167815
ZNF232	ENSG00000167840
MIS12	ENSG00000167842
CD300C	ENSG00000167850
CD300A	ENSG00000167851
MRPL58	ENSG00000167862
ATP5H	ENSG00000167863
EVPL	ENSG00000167880
SRP68	ENSG00000167881
TMC8	ENSG00000167895
TK1	ENSG00000167900
TMEM68	ENSG00000167904
GHDC	ENSG00000167925
FAM234A	ENSG00000167930
ZNF598	ENSG00000167962
RAB26	ENSG00000167964
MLST8	ENSG00000167965
E4F1	ENSG00000167967
ECI1	ENSG00000167969
CASKIN1	ENSG00000167971
ABCA3	ENSG00000167972
KCTD5	ENSG00000167977
SRRM2	ENSG00000167978
ZNF597	ENSG00000167981
NLRC3	ENSG00000167984
SDHAF2	ENSG00000167985
DDB1	ENSG00000167986
VPS37C	ENSG00000167987
VWCE	ENSG00000167992
RAB3IL1	ENSG00000167994
BEST1	ENSG00000167995
FTH1	ENSG00000167996
BSCL2	ENSG00000168000
POLR2G	ENSG00000168002
SLC3A2	ENSG00000168003
C11orf84	ENSG00000168005
ATG16L2	ENSG00000168010
C2CD3	ENSG00000168014
TRANK1	ENSG00000168016
TTC21A	ENSG00000168026
RPSA	ENSG00000168028
CTNNB1	ENSG00000168036
ULK4	ENSG00000168038
FADD	ENSG00000168040
LTBP3	ENSG00000168056
NAALADL1	ENSG00000168060
SAC3D1	ENSG00000168061
SF1	ENSG00000168066
MAP4K2	ENSG00000168067
CCDC88B	ENSG00000168071
SCARA3	ENSG00000168077
PBK	ENSG00000168078
COPS6	ENSG00000168090
PAFAH1B2	ENSG00000168092
ANKS3	ENSG00000168096
NUDT16L1	ENSG00000168101
KIAA1586	ENSG00000168116
RAB4A	ENSG00000168118
SETD5	ENSG00000168137
VASN	ENSG00000168140
THAP9	ENSG00000168152
RNF187	ENSG00000168159
HOOK3	ENSG00000168172
MAPK1IP1L	ENSG00000168175
DDIT4	ENSG00000168209
RBPJ	ENSG00000168214
LMBRD1	ENSG00000168216
ZCCHC4	ENSG00000168228
PTGDR	ENSG00000168229
TTC39C	ENSG00000168234
GLYCTK	ENSG00000168237
UBTD2	ENSG00000168246
POLR2J3	ENSG00000168255
NKIRAS2	ENSG00000168256
DNAJC7	ENSG00000168259
IRF2BP2	ENSG00000168264
NT5DC2	ENSG00000168268
SMIM4	ENSG00000168273
COA6	ENSG00000168275
KIF5C	ENSG00000168280
MGAT2	ENSG00000168282
BMI1	ENSG00000168283
THAP11	ENSG00000168286
MMADHC	ENSG00000168288
PDHB	ENSG00000168291
PXK	ENSG00000168297
HIST1H1E	ENSG00000168298
PCMTD1	ENSG00000168300
KCTD6	ENSG00000168301
MPLKIP	ENSG00000168303
IRF2	ENSG00000168310
CX3CR1	ENSG00000168329
DEGS2	ENSG00000168350
ARF4	ENSG00000168374
SEPT2	ENSG00000168385
FILIP1L	ENSG00000168386
MFSD2A	ENSG00000168389
DTYMK	ENSG00000168393
TAP1	ENSG00000168394
ING5	ENSG00000168395
ATG4B	ENSG00000168397
MLKL	ENSG00000168404
CMAHP	ENSG00000168405
RFWD3	ENSG00000168411
RHOH	ENSG00000168421
COG7	ENSG00000168434
CDC40	ENSG00000168438
STIP1	ENSG00000168439
RAB31	ENSG00000168461
REEP4	ENSG00000168476
TNXB	ENSG00000168477
BMP1	ENSG00000168487
ATXN2L	ENSG00000168488
POLR3D	ENSG00000168495
FEN1	ENSG00000168496
CAVIN2	ENSG00000168497
MTCL1	ENSG00000168502
HEXIM2	ENSG00000168517
FNTA	ENSG00000168522
SERINC2	ENSG00000168528
TRAPPC11	ENSG00000168538
COL3A1	ENSG00000168542
ING2	ENSG00000168556
CDKN2AIP	ENSG00000168564
SNRNP48	ENSG00000168566
TMEM223	ENSG00000168569
SLC20A2	ENSG00000168575
TMUB2	ENSG00000168591
STAT3	ENSG00000168610
ZSWIM1	ENSG00000168612
ADAM9	ENSG00000168615
NDUFS5	ENSG00000168653
ZNF30	ENSG00000168661
UGT3A2	ENSG00000168671
FAM84B	ENSG00000168672
LDLRAD4	ENSG00000168675
SLC16A4	ENSG00000168679
IL7R	ENSG00000168685
TMEM208	ENSG00000168701
LRP1B	ENSG00000168702
AHCYL1	ENSG00000168710
DNAJC21	ENSG00000168724
PKIG	ENSG00000168734
FAM178B	ENSG00000168754
SEMA4C	ENSG00000168758
CNNM3	ENSG00000168763
GSTM4	ENSG00000168765
TET2	ENSG00000168769
TCTN2	ENSG00000168778
PPIP5K1	ENSG00000168781
TSPAN5	ENSG00000168785
ABHD15	ENSG00000168792
ZBTB5	ENSG00000168795
CHTF8	ENSG00000168802
ADAL	ENSG00000168803
LCMT2	ENSG00000168806
SNTB2	ENSG00000168807
IL12A	ENSG00000168811
ZNF507	ENSG00000168813
STX18	ENSG00000168818
ZBTB49	ENSG00000168826
GFM1	ENSG00000168827
TPTE2P5	ENSG00000168852
DDX19A	ENSG00000168872
ANKRD49	ENSG00000168876
USP39	ENSG00000168883
TNIP2	ENSG00000168884
C2orf68	ENSG00000168887
TMEM150A	ENSG00000168890
RNF181	ENSG00000168894
VAMP5	ENSG00000168899
LRRC28	ENSG00000168904
MAT2A	ENSG00000168906
ZNF608	ENSG00000168916
SLC35G2	ENSG00000168917
INPP5D	ENSG00000168918
LETM1	ENSG00000168924
TMEM129	ENSG00000168936
PPIC	ENSG00000168938
SPRY3	ENSG00000168939
CEP120	ENSG00000168944
STXBP6	ENSG00000168952
MFF	ENSG00000168958
LGALS9	ENSG00000168961
JMJD7-PLA2G4B	ENSG00000168970
SIGLEC7	ENSG00000168995
E2F6	ENSG00000169016
FEM1B	ENSG00000169018
COMMD8	ENSG00000169019
ATP5I	ENSG00000169020
UQCRFS1	ENSG00000169021
MFSD7	ENSG00000169026
COL4A3	ENSG00000169031
MAP2K1	ENSG00000169032
HNRNPH1	ENSG00000169045
IRS1	ENSG00000169047
MECP2	ENSG00000169057
UPF3A	ENSG00000169062
AR	ENSG00000169083
DHRSX	ENSG00000169084
C8orf46	ENSG00000169085
HSPBAP1	ENSG00000169087
ASMTL	ENSG00000169093
SLC25A6	ENSG00000169100
CHST14	ENSG00000169105
CSNK1G1	ENSG00000169118
FAM110B	ENSG00000169122
AFAP1L2	ENSG00000169129
ZNF354A	ENSG00000169131
ATF5	ENSG00000169136
UBE2V2	ENSG00000169139
ZBTB43	ENSG00000169155
XPO6	ENSG00000169180
MN1	ENSG00000169184
APEX2	ENSG00000169188
NSMCE1	ENSG00000169189
CCDC126	ENSG00000169193
NPIPB12	ENSG00000169203
CD2BP2	ENSG00000169217
RGS14	ENSG00000169220
TBC1D10B	ENSG00000169221
LMAN2	ENSG00000169223
GCSAML	ENSG00000169224
RAB24	ENSG00000169228
PRELID1	ENSG00000169230
THBS3	ENSG00000169231
CA5B	ENSG00000169239
SLC50A1	ENSG00000169241
CXCL10	ENSG00000169245
NPIPB3	ENSG00000169246
SH3TC2	ENSG00000169247
ZRSR2	ENSG00000169249
NMD3	ENSG00000169251
ADRB2	ENSG00000169252
B3GALNT1	ENSG00000169255
KCNAB1	ENSG00000169282
MRPL1	ENSG00000169288
SHE	ENSG00000169291
PGM2	ENSG00000169299
P2RY12	ENSG00000169313
C22orf15	ENSG00000169314
KIAA1024	ENSG00000169330
SLC33A1	ENSG00000169359
SNUPN	ENSG00000169371
CRADD	ENSG00000169372
SIN3A	ENSG00000169375
ARL13B	ENSG00000169379
RNASE2	ENSG00000169385
RNASE3	ENSG00000169397
PTK2	ENSG00000169398
RSPH10B2	ENSG00000169402
PTAFR	ENSG00000169403
PTPN9	ENSG00000169410
RNASE6	ENSG00000169413
CXCL8	ENSG00000169429
SCN9A	ENSG00000169432
RASSF6	ENSG00000169435
SDC2	ENSG00000169439
CD52	ENSG00000169442
MMGT1	ENSG00000169446
TM2D2	ENSG00000169490
PLEKHA2	ENSG00000169499
CLIC4	ENSG00000169504
GPR183	ENSG00000169508
CCDC8	ENSG00000169515
METTL15	ENSG00000169519
ZEB2	ENSG00000169554
PCBP1	ENSG00000169564
HINT1	ENSG00000169567
DTWD2	ENSG00000169570
INO80E	ENSG00000169592
DFFB	ENSG00000169598
NFU1	ENSG00000169599
CKAP2L	ENSG00000169607
C15orf40	ENSG00000169609
FAM103A1	ENSG00000169612
APLF	ENSG00000169621
BOLA2B	ENSG00000169627
RGPD8	ENSG00000169629
HIC2	ENSG00000169635
LUZP1	ENSG00000169641
HEXDC	ENSG00000169660
BCRP2	ENSG00000169668
BUB1	ENSG00000169679
SPNS1	ENSG00000169682
LRRC45	ENSG00000169683
CENPX	ENSG00000169689
AGPAT2	ENSG00000169692
ASPSCR1	ENSG00000169696
FASN	ENSG00000169710
CNBP	ENSG00000169714
MT1E	ENSG00000169715
DUS1L	ENSG00000169718
GPS1	ENSG00000169727
RFNG	ENSG00000169733
DCXR	ENSG00000169738
ZNF32	ENSG00000169740
RAC3	ENSG00000169750
NRG4	ENSG00000169752
LIMS1	ENSG00000169756
TMEM266	ENSG00000169758
TAPT1	ENSG00000169762
UGP2	ENSG00000169764
HNRNPF	ENSG00000169813
BTD	ENSG00000169814
CSGALNACT2	ENSG00000169826
ROBO1	ENSG00000169855
AVEN	ENSG00000169857
P2RY1	ENSG00000169860
TRIM56	ENSG00000169871
AHSP	ENSG00000169877
REPS2	ENSG00000169891
SYAP1	ENSG00000169895
ITGAM	ENSG00000169896
TPST1	ENSG00000169902
TOR1AIP2	ENSG00000169905
TM4SF1	ENSG00000169908
OTUD3	ENSG00000169914
OTUD7A	ENSG00000169918
GUSB	ENSG00000169919
BRD3	ENSG00000169925
KLF13	ENSG00000169926
ZNF764	ENSG00000169951
ZNF747	ENSG00000169955
ZNF768	ENSG00000169957
TAS1R3	ENSG00000169962
TMEM42	ENSG00000169964
MAP3K2	ENSG00000169967
PUSL1	ENSG00000169972
SF3B5	ENSG00000169976
ZNF35	ENSG00000169981
IFFO2	ENSG00000169991
MYO7B	ENSG00000169994
CHD3	ENSG00000170004
TMEM154	ENSG00000170006
MYRIP	ENSG00000170011
ALCAM	ENSG00000170017
YWHAG	ENSG00000170027
UBE2E3	ENSG00000170035
CNTROB	ENSG00000170037
TRAPPC1	ENSG00000170043
KCNAB3	ENSG00000170049
FAM153A	ENSG00000170074
GPR37L1	ENSG00000170075
SIMC1	ENSG00000170085
TMEM192	ENSG00000170088
SPDYE5	ENSG00000170092
ZNF778	ENSG00000170100
NIPA1	ENSG00000170113
UBE2E1	ENSG00000170142
HNRNPA3	ENSG00000170144
SIK2	ENSG00000170145
RNF150	ENSG00000170153
CCDC144A	ENSG00000170160
CHRNB1	ENSG00000170175
GYPA	ENSG00000170180
USP38	ENSG00000170185
SLC16A5	ENSG00000170190
NANP	ENSG00000170191
ADPRM	ENSG00000170222
PWWP2A	ENSG00000170234
USP50	ENSG00000170236
USP47	ENSG00000170242
PDCD6IP	ENSG00000170248
ZNF212	ENSG00000170260
MRAP	ENSG00000170262
FAM161A	ENSG00000170264
ZNF282	ENSG00000170265
GLB1	ENSG00000170266
GON7	ENSG00000170270
FAXDC2	ENSG00000170271
CRTAP	ENSG00000170275
ELP5	ENSG00000170291
GABARAP	ENSG00000170296
STX8	ENSG00000170310
CDK1	ENSG00000170312
UBB	ENSG00000170315
NFRKB	ENSG00000170322
PRDM10	ENSG00000170325
B3GNT2	ENSG00000170340
FOS	ENSG00000170345
TMED10	ENSG00000170348
SETMAR	ENSG00000170364
SMAD1	ENSG00000170365
TCAF2	ENSG00000170379
LRRN2	ENSG00000170382
SLC30A1	ENSG00000170385
ZNF804A	ENSG00000170396
GPRC5C	ENSG00000170412
TMEM182	ENSG00000170417
KRT8	ENSG00000170421
ADORA2B	ENSG00000170425
MGMT	ENSG00000170430
METTL7B	ENSG00000170439
HARS	ENSG00000170445
NFXL1	ENSG00000170448
DENND5B	ENSG00000170456
CD14	ENSG00000170458
DNAJC18	ENSG00000170464
RIOX1	ENSG00000170468
SPATA24	ENSG00000170469
RALGAPB	ENSG00000170471
PYM1	ENSG00000170473
MZB1	ENSG00000170476
SLC23A1	ENSG00000170482
LONRF2	ENSG00000170500
NUDT9	ENSG00000170502
HSD17B13	ENSG00000170509
PA2G4	ENSG00000170515
ELOVL6	ENSG00000170522
PFKFB3	ENSG00000170525
ARL6IP1	ENSG00000170540
SERPINB9	ENSG00000170542
SMAGP	ENSG00000170545
CDH2	ENSG00000170558
EMB	ENSG00000170571
STAT2	ENSG00000170581
NUDCD2	ENSG00000170584
IRF2BP1	ENSG00000170604
HSPA4	ENSG00000170606
COMMD5	ENSG00000170619
GTSF1	ENSG00000170627
DPY19L2P2	ENSG00000170629
ZNF16	ENSG00000170631
ARMC10	ENSG00000170632
RNF34	ENSG00000170633
ACYP2	ENSG00000170634
TRABD	ENSG00000170638
ATF7	ENSG00000170653
RASA4B	ENSG00000170667
SOCS6	ENSG00000170677
ZNF296	ENSG00000170684
HOXB9	ENSG00000170689
POLH	ENSG00000170734
KIF5B	ENSG00000170759
AKAP13	ENSG00000170776
CDCA4	ENSG00000170779
CHCHD7	ENSG00000170791
HTRA3	ENSG00000170801
FOXN2	ENSG00000170802
USP32	ENSG00000170832
CEL	ENSG00000170835
PPM1D	ENSG00000170836
GPR27	ENSG00000170837
KBTBD2	ENSG00000170852
RIOX2	ENSG00000170854
TRIAP1	ENSG00000170855
LSM3	ENSG00000170860
KIAA0232	ENSG00000170871
MTSS1	ENSG00000170873
TMEM43	ENSG00000170876
RNF139	ENSG00000170881
RPS9	ENSG00000170889
CYTL1	ENSG00000170891
TSEN34	ENSG00000170892
TRH	ENSG00000170893
GSTA4	ENSG00000170899
MSANTD4	ENSG00000170903
NDUFA3	ENSG00000170906
OSCAR	ENSG00000170909
PAQR8	ENSG00000170915
NUDT6	ENSG00000170917
TPT1-AS1	ENSG00000170919
TANC2	ENSG00000170921
DNAJC24	ENSG00000170946
ZNF160	ENSG00000170949
ZNF415	ENSG00000170954
CEACAM3	ENSG00000170956
PDGFD	ENSG00000170962
S1PR1	ENSG00000170989
PKIA	ENSG00000171033
XKR6	ENSG00000171044
TSNARE1	ENSG00000171045
FPR2	ENSG00000171049
FPR1	ENSG00000171051
FEZ2	ENSG00000171055
C11orf24	ENSG00000171067
KYAT1	ENSG00000171097
MTM1	ENSG00000171100
SIGLEC17P	ENSG00000171101
TRMT61B	ENSG00000171103
INSR	ENSG00000171105
MFN1	ENSG00000171109
GIMAP8	ENSG00000171115
KCNMB3	ENSG00000171121
ATP6V0E2	ENSG00000171130
PRKCE	ENSG00000171132
JAGN1	ENSG00000171135
TADA3	ENSG00000171148
SOCS5	ENSG00000171150
C1GALT1C1	ENSG00000171155
C9orf16	ENSG00000171159
ZNF672	ENSG00000171161
ZNF692	ENSG00000171163
NAIF1	ENSG00000171169
RBKS	ENSG00000171174
GRIK1	ENSG00000171189
TMEM126A	ENSG00000171202
TMEM126B	ENSG00000171204
TRIM8	ENSG00000171206
NETO2	ENSG00000171208
CLDN20	ENSG00000171217
CDC42BPG	ENSG00000171219
SCAND1	ENSG00000171222
JUNB	ENSG00000171223
LRG1	ENSG00000171236
SHCBP1	ENSG00000171241
NPTX1	ENSG00000171246
FAM98B	ENSG00000171262
ZNF439	ENSG00000171291
ZNF440	ENSG00000171295
GAA	ENSG00000171298
CANT1	ENSG00000171302
ZDHHC16	ENSG00000171307
CHST11	ENSG00000171310
EXOSC1	ENSG00000171311
PGAM1	ENSG00000171314
CHD7	ENSG00000171316
ESCO2	ENSG00000171320
CLCN5	ENSG00000171365
TPPP	ENSG00000171368
PDE7B	ENSG00000171408
MRPL36	ENSG00000171421
ZNF581	ENSG00000171425
NAT1	ENSG00000171428
ZNF524	ENSG00000171443
MCC	ENSG00000171444
ZBTB26	ENSG00000171448
DSEL	ENSG00000171451
POLR1C	ENSG00000171453
ASXL1	ENSG00000171456
DLK2	ENSG00000171462
ZNF562	ENSG00000171466
ZNF318	ENSG00000171467
ZNF561	ENSG00000171469
WIPF2	ENSG00000171475
HOPX	ENSG00000171476
LRRC8C	ENSG00000171488
RSL1D1	ENSG00000171490
LRRC8D	ENSG00000171492
PPID	ENSG00000171497
COL24A1	ENSG00000171502
ETFDH	ENSG00000171503
RXFP1	ENSG00000171509
LPAR3	ENSG00000171517
PTGER4	ENSG00000171522
TBCA	ENSG00000171530
BCL2L1	ENSG00000171552
PLRG1	ENSG00000171566
RAB4B-EGLN2	ENSG00000171570
ZNF584	ENSG00000171574
NMUR1	ENSG00000171596
CLSTN1	ENSG00000171603
CXXC5	ENSG00000171604
ZNF274	ENSG00000171606
PIK3CD	ENSG00000171608
SLC25A33	ENSG00000171612
ENC1	ENSG00000171617
SPSB1	ENSG00000171621
BPTF	ENSG00000171634
S100Z	ENSG00000171643
ZIK1	ENSG00000171649
GPR82	ENSG00000171657
GPR34	ENSG00000171659
ATF7IP	ENSG00000171681
RGS19	ENSG00000171700
TCEA2	ENSG00000171703
ANO5	ENSG00000171714
HDAC3	ENSG00000171720
GPHN	ENSG00000171723
VAT1L	ENSG00000171724
TMEM51	ENSG00000171729
CAMTA1	ENSG00000171735
LRRC34	ENSG00000171757
SPATA5L1	ENSG00000171763
GATM	ENSG00000171766
RASGRP4	ENSG00000171777
SLFNL1	ENSG00000171790
BCL2	ENSG00000171791
RHNO1	ENSG00000171792
CTPS1	ENSG00000171793
METTL18	ENSG00000171806
COL8A2	ENSG00000171812
PWWP2B	ENSG00000171813
ZNF540	ENSG00000171817
FBXL14	ENSG00000171823
EXOSC10	ENSG00000171824
ZNF570	ENSG00000171827
NINJ2	ENSG00000171840
MLLT3	ENSG00000171843
RRM2	ENSG00000171848
TRAPPC12	ENSG00000171853
RPS21	ENSG00000171858
C3AR1	ENSG00000171860
MRM3	ENSG00000171861
PTEN	ENSG00000171862
RPS7	ENSG00000171863
RNASEH1	ENSG00000171865
PRNP	ENSG00000171867
FRMD5	ENSG00000171877
TLN2	ENSG00000171914
TVP23B	ENSG00000171928
ZNF217	ENSG00000171940
SRGAP2C	ENSG00000171943
SCG2	ENSG00000171951
ATPAF2	ENSG00000171953
PPIH	ENSG00000171960
DRC3	ENSG00000171962
ZNF57	ENSG00000171970
C20orf196	ENSG00000171984
JMJD1C	ENSG00000171988
MAL	ENSG00000172005
ZNF554	ENSG00000172006
RAB33B	ENSG00000172007
THOP1	ENSG00000172009
ANKRD20A4	ENSG00000172014
LAMB2	ENSG00000172037
USP19	ENSG00000172046
QARS	ENSG00000172053
ORMDL3	ENSG00000172057
SERF1A	ENSG00000172058
KLF11	ENSG00000172059
SMN1	ENSG00000172062
EIF2AK3	ENSG00000172071
MOB3A	ENSG00000172081
KRCC1	ENSG00000172086
NME6	ENSG00000172113
CYCS	ENSG00000172115
CD8B	ENSG00000172116
SLFN12	ENSG00000172123
FRMD3	ENSG00000172159
SNTB1	ENSG00000172164
MTBP	ENSG00000172167
TEFM	ENSG00000172171
MRPL13	ENSG00000172172
MALT1	ENSG00000172175
ISG20	ENSG00000172183
MBOAT1	ENSG00000172197
GPR22	ENSG00000172209
CXCR6	ENSG00000172215
CEBPB	ENSG00000172216
AZU1	ENSG00000172232
TPSAB1	ENSG00000172236
PAIP1	ENSG00000172239
CLEC7A	ENSG00000172243
C5orf34	ENSG00000172244
C1QTNF4	ENSG00000172247
SERHL	ENSG00000172250
NEGR1	ENSG00000172260
ZNF131	ENSG00000172262
MACROD2	ENSG00000172264
DPAGT1	ENSG00000172269
BSG	ENSG00000172270
HINFP	ENSG00000172273
CERS6	ENSG00000172292
SPTLC3	ENSG00000172296
COPRS	ENSG00000172301
TP53RK	ENSG00000172315
B3GALT1	ENSG00000172318
CLEC12A	ENSG00000172322
BPGM	ENSG00000172331
POP7	ENSG00000172336
ALG14	ENSG00000172339
SUCLG2	ENSG00000172340
STARD5	ENSG00000172345
IL16	ENSG00000172349
GNB2	ENSG00000172354
MCRIP2	ENSG00000172366
C2CD2L	ENSG00000172375
SYNPO2	ENSG00000172403
DNAJB7	ENSG00000172404
CLP1	ENSG00000172409
RSPH9	ENSG00000172426
COPS9	ENSG00000172428
GTPBP2	ENSG00000172432
FGGY	ENSG00000172456
IL17D	ENSG00000172458
TCEAL1	ENSG00000172465
ZNF24	ENSG00000172466
MANEA	ENSG00000172469
AFF1	ENSG00000172493
FIBP	ENSG00000172500
CARNS1	ENSG00000172508
BANP	ENSG00000172530
PPP1CA	ENSG00000172531
HCFC1	ENSG00000172534
CTSW	ENSG00000172543
FNDC9	ENSG00000172568
PDE3A	ENSG00000172572
RASGRP1	ENSG00000172575
KLHL6	ENSG00000172578
CHCHD1	ENSG00000172586
MRPL52	ENSG00000172590
SMPDL3A	ENSG00000172594
RAD9A	ENSG00000172613
EFEMP2	ENSG00000172638
AGAP5	ENSG00000172650
WASHC2C	ENSG00000172661
TMEM134	ENSG00000172663
ZMAT3	ENSG00000172667
ZFAND4	ENSG00000172671
THEMIS	ENSG00000172673
ZNF738	ENSG00000172687
SLFN11	ENSG00000172716
CORO1B	ENSG00000172725
FUT10	ENSG00000172728
LRRC20	ENSG00000172731
MUS81	ENSG00000172732
TMEM217	ENSG00000172738
ZNF596	ENSG00000172748
COL6A5	ENSG00000172752
CFL1	ENSG00000172757
TMCC1	ENSG00000172765
NAA16	ENSG00000172766
EFCAB12	ENSG00000172771
FAM192A	ENSG00000172775
RAB43	ENSG00000172780
CBWD1	ENSG00000172785
RAB37	ENSG00000172794
DCP2	ENSG00000172795
SNX32	ENSG00000172803
RPL38	ENSG00000172809
CYP7B1	ENSG00000172817
RARG	ENSG00000172819
CES4A	ENSG00000172824
CES3	ENSG00000172828
SSH3	ENSG00000172830
CES2	ENSG00000172831
PDP2	ENSG00000172840
SP3	ENSG00000172845
DMXL1	ENSG00000172869
METAP1D	ENSG00000172878
ZNF621	ENSG00000172888
EGFL7	ENSG00000172889
NADSYN1	ENSG00000172890
DHCR7	ENSG00000172893
NBEA	ENSG00000172915
RNASEH2C	ENSG00000172922
ANKRD13D	ENSG00000172932
MYD88	ENSG00000172936
OXSR1	ENSG00000172939
PHF8	ENSG00000172943
LCLAT1	ENSG00000172954
MIR4435-2HG	ENSG00000172965
KAT5	ENSG00000172977
SH3RF3	ENSG00000172985
GXYLT2	ENSG00000172986
DCAKD	ENSG00000172992
ARPP21	ENSG00000172995
TADA2B	ENSG00000173011
GRK2	ENSG00000173020
RELA	ENSG00000173039
EVC2	ENSG00000173040
ZNF680	ENSG00000173041
HECTD4	ENSG00000173064
FAM222B	ENSG00000173065
BNC2	ENSG00000173068
RXFP4	ENSG00000173080
HPSE	ENSG00000173083
COQ2	ENSG00000173085
HSPA6	ENSG00000173110
TRMT112	ENSG00000173113
LRRN3	ENSG00000173114
KDM2A	ENSG00000173120
ADCK5	ENSG00000173137
MRPL57	ENSG00000173141
NOC3L	ENSG00000173145
ESRRA	ENSG00000173153
COMMD1	ENSG00000173163
